#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 908: Alpine Meadows, WA
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qc flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qa flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Density           Value       None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qc flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qa flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Alpine Meadows (908) 
# Washington  SNOTEL Site - 3500 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 19, 2022 10:09:41 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Water Equivalent QC Flag Start of Day Values,Snow Water Equivalent QA Flag Start of Day Values,Snow Density (pct) Start of Day Values,Snow Density QC Flag Start of Day Values,Snow Density QA Flag Start of Day Values
2003-09-03,0.0,E,,,,
2003-09-04,0.0,E,,,,
2003-09-05,0.0,E,,,,
2003-09-06,0.0,E,,,,
2003-09-07,0.0,E,,,,
2003-09-08,0.0,E,,,,
2003-09-09,0.0,E,,,,
2003-09-10,0.0,E,,,,
2003-09-11,0.0,E,,,,
2003-09-12,0.0,E,,,,
2003-09-13,0.0,V,,,,
2003-09-14,0.0,E,,,,
2003-09-15,0.0,E,,,,
2003-09-16,0.0,E,,,,
2003-09-17,0.0,E,,,,
2003-09-18,0.0,E,,,,
2003-09-19,0.0,E,,,,
2003-09-20,0.0,E,,,,
2003-09-21,0.0,E,,,,
2003-09-22,0.0,E,,,,
2003-09-23,0.0,E,,,,
2003-09-24,0.0,E,,,,
2003-09-25,0.0,E,,,,
2003-09-26,0.0,E,,,,
2003-09-27,0.0,E,,,,
2003-09-28,0.0,E,,,,
2003-09-29,0.0,E,,,,
2003-09-30,0.0,E,,,,
2003-10-01,0.0,E,,,,
2003-10-02,0.0,E,,,,
2003-10-03,0.0,E,,,,
2003-10-04,0.0,E,,,,
2003-10-05,0.0,E,,,,
2003-10-06,0.0,E,,,,
2003-10-07,0.0,E,,,,
2003-10-08,0.0,E,,,,
2003-10-09,0.0,E,,,,
2003-10-10,0.0,E,,,,
2003-10-11,0.0,E,,,,
2003-10-12,0.0,E,,,,
2003-10-13,0.0,E,,,,
2003-10-14,0.0,E,,,,
2003-10-15,0.0,V,,,,
2003-10-16,0.0,E,,,,
2003-10-17,0.0,E,,,,
2003-10-18,0.0,E,,,,
2003-10-19,0.0,E,,,,
2003-10-20,0.0,E,,,,
2003-10-21,0.0,E,,,,
2003-10-22,0.0,E,,,,
2003-10-23,0.0,V,,,,
2003-10-24,0.0,V,,,,
2003-10-25,0.0,E,,,,
2003-10-26,0.0,E,,,,
2003-10-27,0.0,E,,,,
2003-10-28,0.0,E,,,,
2003-10-29,0.0,V,,,,
2003-10-30,0.0,E,,,,
2003-10-31,0.0,E,,,,
2003-11-01,0.0,E,,,,
2003-11-02,0.0,E,,,,
2003-11-03,0.0,E,,,,
2003-11-04,0.4,V,,,,
2003-11-05,0.4,V,,,,
2003-11-06,0.4,V,,,,
2003-11-07,0.5,V,,,,
2003-11-08,0.9,V,,,,
2003-11-09,0.9,V,,,,
2003-11-10,0.8,V,,,,
2003-11-11,1.1,V,,,,
2003-11-12,0.5,V,,,,
2003-11-13,0.3,V,,,,
2003-11-14,0.4,V,,,,
2003-11-15,0.4,V,,,,
2003-11-16,0.4,V,,,,
2003-11-17,1.5,V,,,,
2003-11-18,4.0,V,,57.1,V,U
2003-11-19,2.6,V,,86.7,V,U
2003-11-20,4.8,V,,20.9,V,U
2003-11-21,5.2,V,,23.6,E,U
2003-11-22,5.0,V,,21.7,E,U
2003-11-23,5.3,V,,26.5,V,U
2003-11-24,7.7,V,,30.8,V,U
2003-11-25,9.0,V,,30.0,V,U
2003-11-26,12.1,V,,31.0,V,U
2003-11-27,13.0,V,,32.5,V,U
2003-11-28,13.0,V,,34.2,V,U
2003-11-29,16.1,V,,48.8,V,U
2003-11-30,14.0,V,,46.7,V,U
2003-12-01,13.4,V,,44.7,V,U
2003-12-02,13.3,V,,47.5,V,U
2003-12-03,13.4,V,,44.7,V,U
2003-12-04,13.0,V,,43.3,V,U
2003-12-05,13.2,V,,44.0,V,U
2003-12-06,13.1,V,,45.2,V,U
2003-12-07,13.1,V,,45.2,V,U
2003-12-08,13.2,V,,42.6,E,U
2003-12-09,13.5,V,,40.9,V,U
2003-12-10,13.5,V,,42.2,V,U
2003-12-11,13.7,V,,39.1,V,U
2003-12-12,14.2,V,,40.6,V,U
2003-12-13,14.7,V,,38.7,V,U
2003-12-14,15.9,V,,39.8,V,U
2003-12-15,17.2,V,,38.2,V,U
2003-12-16,17.4,V,,39.5,V,U
2003-12-17,18.6,V,,42.3,V,U
2003-12-18,18.4,V,,41.8,V,U
2003-12-19,18.4,V,,41.8,V,U
2003-12-20,18.4,V,,42.8,V,U
2003-12-21,18.9,V,,45.0,V,U
2003-12-22,18.5,V,,44.0,V,U
2003-12-23,18.4,V,,44.9,V,U
2003-12-24,18.4,V,,44.9,V,U
2003-12-25,19.5,V,,42.4,V,U
2003-12-26,21.0,V,,36.2,V,U
2003-12-27,21.0,V,,36.8,V,U
2003-12-28,21.9,V,,35.9,V,U
2003-12-29,22.3,V,,36.6,V,U
2003-12-30,22.1,V,,37.5,V,U
2003-12-31,22.5,V,,37.5,E,U
2004-01-01,23.7,V,,35.9,V,U
2004-01-02,24.0,V,,35.8,V,U
2004-01-03,24.6,V,,34.6,V,U
2004-01-04,25.2,V,,34.5,V,U
2004-01-05,25.1,V,,34.4,E,U
2004-01-06,25.3,V,,34.7,E,U
2004-01-07,26.5,V,,36.8,V,U
2004-01-08,28.8,V,,37.9,V,U
2004-01-09,29.3,V,,40.1,V,U
2004-01-10,28.7,V,,41.0,V,U
2004-01-11,29.5,V,,44.0,V,U
2004-01-12,28.8,V,,43.0,V,U
2004-01-13,28.8,V,,44.3,V,U
2004-01-14,28.9,V,,45.9,V,U
2004-01-15,28.2,V,,47.0,V,U
2004-01-16,27.1,V,,47.5,V,U
2004-01-17,27.4,V,,48.1,V,U
2004-01-18,27.4,V,,48.9,V,U
2004-01-19,28.4,V,,50.7,V,U
2004-01-20,28.0,V,,50.9,V,U
2004-01-21,27.7,V,,50.4,V,U
2004-01-22,27.4,V,,50.7,V,U
2004-01-23,27.8,V,,49.6,V,U
2004-01-24,27.9,E,,50.7,E,U
2004-01-25,29.6,E,,41.1,E,U
2004-01-26,30.0,E,,41.1,E,U
2004-01-27,31.6,E,,41.0,E,U
2004-01-28,32.0,E,,43.2,E,U
2004-01-29,33.5,E,,46.5,E,U
2004-01-30,31.5,E,,46.3,E,U
2004-01-31,34.0,E,,42.5,E,U
2004-02-01,35.4,E,,40.2,E,U
2004-02-02,35.9,E,,40.3,E,U
2004-02-03,36.0,E,,40.9,E,U
2004-02-04,36.3,E,,41.2,E,U
2004-02-05,37.1,E,,40.3,E,U
2004-02-06,37.3,E,,41.4,E,U
2004-02-07,37.9,E,,41.2,E,U
2004-02-08,38.8,E,,40.8,E,U
2004-02-09,38.8,E,,41.3,E,U
2004-02-10,38.7,E,,41.6,E,U
2004-02-11,38.5,E,,41.8,E,U
2004-02-12,38.3,E,,41.6,E,U
2004-02-13,38.1,E,,41.9,E,U
2004-02-14,38.0,E,,41.8,E,U
2004-02-15,38.8,E,,41.3,E,U
2004-02-16,39.4,E,,40.6,E,U
2004-02-17,40.3,E,,42.0,E,U
2004-02-18,40.1,E,,42.2,E,U
2004-02-19,41.7,E,,43.9,E,U
2004-02-20,40.9,E,,43.1,E,U
2004-02-21,40.4,E,,43.4,E,U
2004-02-22,40.0,E,,43.0,E,U
2004-02-23,39.6,E,,42.6,E,U
2004-02-24,39.5,E,,42.0,E,U
2004-02-25,39.4,E,,42.4,E,U
2004-02-26,39.5,E,,42.5,E,U
2004-02-27,39.3,E,,42.3,E,U
2004-02-28,39.5,E,,42.0,E,U
2004-02-29,39.6,E,,41.2,E,U
2004-03-01,39.8,E,,41.9,E,U
2004-03-02,39.6,E,,41.7,E,U
2004-03-03,39.8,E,,42.3,E,U
2004-03-04,41.8,E,,39.8,E,U
2004-03-05,43.4,E,,39.5,E,U
2004-03-06,44.6,E,,39.5,E,U
2004-03-07,45.1,E,,39.6,E,U
2004-03-08,48.3,E,,43.9,E,U
2004-03-09,47.6,E,,43.7,E,U
2004-03-10,47.1,E,,44.4,E,U
2004-03-11,46.5,E,,43.9,E,U
2004-03-12,45.7,E,,43.5,E,U
2004-03-13,45.2,E,,43.0,E,U
2004-03-14,44.8,E,,43.1,E,U
2004-03-15,46.0,E,,44.7,E,U
2004-03-16,45.8,E,,44.9,E,U
2004-03-17,45.2,E,,44.8,E,U
2004-03-18,45.6,E,,45.6,E,U
2004-03-19,46.5,E,,46.0,E,U
2004-03-20,45.8,E,,45.3,E,U
2004-03-21,45.3,E,,45.3,E,U
2004-03-22,44.6,E,,45.5,E,U
2004-03-23,45.3,E,,46.7,E,U
2004-03-24,45.3,E,,47.2,E,U
2004-03-25,46.2,E,,44.9,E,U
2004-03-26,46.5,E,,44.7,E,U
2004-03-27,46.9,E,,43.4,E,U
2004-03-28,47.3,E,,44.2,E,U
2004-03-29,48.2,E,,45.5,E,U
2004-03-30,47.8,E,,46.0,E,U
2004-03-31,49.4,E,,48.0,E,U
2004-04-01,48.7,E,,47.3,E,U
2004-04-02,48.1,E,,46.7,E,U
2004-04-03,47.7,E,,46.8,E,U
2004-04-04,47.3,E,,47.3,E,U
2004-04-05,47.6,E,,48.1,E,U
2004-04-06,47.4,E,,48.4,E,U
2004-04-07,47.1,E,,48.6,E,U
2004-04-08,46.9,E,,48.9,E,U
2004-04-09,46.4,E,,48.3,E,U
2004-04-10,46.2,E,,48.6,E,U
2004-04-11,46.2,E,,49.1,E,U
2004-04-12,45.7,E,,49.7,E,U
2004-04-13,45.1,E,,49.6,E,U
2004-04-14,44.5,E,,49.4,E,U
2004-04-15,44.7,E,,49.1,E,U
2004-04-16,44.4,E,,48.8,E,U
2004-04-17,44.6,E,,49.0,E,U
2004-04-18,44.1,E,,49.0,E,U
2004-04-19,43.9,E,,48.8,E,U
2004-04-20,43.9,E,,49.3,E,U
2004-04-21,44.5,E,,49.4,E,U
2004-04-22,43.7,E,,49.1,E,U
2004-04-23,43.5,E,,49.4,E,U
2004-04-24,43.5,E,,49.4,E,U
2004-04-25,43.1,E,,49.5,E,U
2004-04-26,42.5,E,,50.0,E,U
2004-04-27,41.6,E,,50.1,E,U
2004-04-28,41.7,E,,49.6,E,U
2004-04-29,41.0,E,,50.0,E,U
2004-04-30,40.0,E,,50.0,E,U
2004-05-01,38.9,E,,49.9,E,U
2004-05-02,37.6,E,,49.5,E,U
2004-05-03,36.7,E,,49.6,E,U
2004-05-04,35.9,E,,50.6,E,U
2004-05-05,35.7,E,,50.3,E,U
2004-05-06,35.1,E,,50.1,E,U
2004-05-07,34.2,E,,50.3,E,U
2004-05-08,33.5,E,,50.8,E,U
2004-05-09,32.7,E,,50.3,E,U
2004-05-10,32.1,E,,50.2,E,U
2004-05-11,31.7,V,,50.3,V,U
2004-05-12,31.3,V,,50.5,V,U
2004-05-13,30.9,V,,51.5,V,U
2004-05-14,30.0,V,,50.8,V,U
2004-05-15,29.2,V,,51.2,V,U
2004-05-16,28.5,V,,50.9,V,U
2004-05-17,27.8,V,,51.5,V,U
2004-05-18,26.8,V,,50.6,V,U
2004-05-19,25.6,V,,51.2,V,U
2004-05-20,24.7,V,,50.4,V,U
2004-05-21,23.8,V,,49.6,V,U
2004-05-22,23.4,V,,50.9,V,U
2004-05-23,22.8,V,,50.7,V,U
2004-05-24,21.8,V,,49.5,V,U
2004-05-25,20.9,V,,48.6,V,U
2004-05-26,20.2,V,,49.3,V,U
2004-05-27,18.9,V,,48.5,V,U
2004-05-28,18.2,V,,47.9,V,U
2004-05-29,17.4,V,,48.3,V,U
2004-05-30,16.8,V,,48.0,V,U
2004-05-31,15.8,V,,46.5,V,U
2004-06-01,15.0,V,,46.9,V,U
2004-06-02,14.0,V,,43.8,V,U
2004-06-03,12.1,V,,41.7,V,U
2004-06-04,9.7,V,,38.8,V,U
2004-06-05,7.4,V,,33.6,V,U
2004-06-06,6.5,V,,31.0,V,U
2004-06-07,5.0,V,,27.8,V,U
2004-06-08,4.0,V,,23.5,V,U
2004-06-09,1.9,V,,13.6,V,U
2004-06-10,0.6,V,,,,
2004-06-11,0.0,E,,,,
2004-06-12,0.0,E,,,,
2004-06-13,0.0,E,,,,
2004-06-14,0.0,E,,,,
2004-06-15,0.0,E,,,,
2004-06-16,0.0,E,,,,
2004-06-17,0.0,E,,,,
2004-06-18,0.0,E,,,,
2004-06-19,0.0,E,,,,
2004-06-20,0.0,E,,,,
2004-06-21,0.0,E,,,,
2004-06-22,0.0,E,,,,
2004-06-23,0.0,E,,,,
2004-06-24,0.0,E,,,,
2004-06-25,0.0,E,,,,
2004-06-26,0.0,E,,,,
2004-06-27,0.0,E,,,,
2004-06-28,0.0,E,,,,
2004-06-29,0.0,E,,,,
2004-06-30,0.0,E,,,,
2004-07-01,0.0,E,,,,
2004-07-02,0.0,E,,,,
2004-07-03,0.0,E,,,,
2004-07-04,0.0,E,,,,
2004-07-05,0.0,E,,,,
2004-07-06,0.0,E,,,,
2004-07-07,0.0,E,,,,
2004-07-08,0.0,E,,,,
2004-07-09,0.0,E,,,,
2004-07-10,0.0,E,,,,
2004-07-11,0.0,E,,,,
2004-07-12,0.0,E,,,,
2004-07-13,0.0,E,,,,
2004-07-14,0.0,E,,,,
2004-07-15,0.0,E,,,,
2004-07-16,0.0,E,,,,
2004-07-17,0.0,E,,,,
2004-07-18,0.0,E,,,,
2004-07-19,0.0,E,,,,
2004-07-20,0.0,E,,,,
2004-07-21,0.0,E,,,,
2004-07-22,0.0,E,,,,
2004-07-23,0.0,E,,,,
2004-07-24,0.0,E,,,,
2004-07-25,0.0,E,,,,
2004-07-26,0.0,E,,,,
2004-07-27,0.0,E,,,,
2004-07-28,0.0,E,,,,
2004-07-29,0.0,E,,,,
2004-07-30,0.0,E,,,,
2004-07-31,0.0,E,,,,
2004-08-01,0.0,E,,,,
2004-08-02,0.0,E,,,,
2004-08-03,0.0,E,,,,
2004-08-04,0.0,E,,,,
2004-08-05,0.0,E,,,,
2004-08-06,0.0,E,,,,
2004-08-07,0.0,E,,,,
2004-08-08,0.0,E,,,,
2004-08-09,0.0,E,,,,
2004-08-10,0.0,E,,,,
2004-08-11,0.0,E,,,,
2004-08-12,0.0,E,,,,
2004-08-13,0.0,E,,,,
2004-08-14,0.0,E,,,,
2004-08-15,0.0,E,,,,
2004-08-16,0.0,E,,,,
2004-08-17,0.0,E,,,,
2004-08-18,0.0,E,,,,
2004-08-19,0.0,E,,,,
2004-08-20,0.0,V,,,,
2004-08-21,0.0,E,,,,
2004-08-22,0.0,E,,,,
2004-08-23,0.0,E,,,,
2004-08-24,0.0,E,,,,
2004-08-25,0.0,E,,,,
2004-08-26,0.0,E,,,,
2004-08-27,0.0,E,,,,
2004-08-28,0.0,V,,,,
2004-08-29,0.0,E,,,,
2004-08-30,0.0,E,,,,
2004-08-31,0.0,V,,,,
2004-09-01,0.0,E,,,,
2004-09-02,0.0,V,,,,
2004-09-03,0.0,V,,,,
2004-09-04,0.0,E,,,,
2004-09-05,0.0,V,,,,
2004-09-06,0.0,V,,,,
2004-09-07,0.0,V,,,,
2004-09-08,0.0,E,,,,
2004-09-09,0.0,E,,,,
2004-09-10,0.0,V,,,,
2004-09-11,0.0,E,,,,
2004-09-12,0.0,V,,,,
2004-09-13,0.0,V,,,,
2004-09-14,0.0,E,,,,
2004-09-15,0.0,E,,,,
2004-09-16,0.0,E,,,,
2004-09-17,0.0,E,,,,
2004-09-18,0.0,V,,,,
2004-09-19,0.0,E,,,,
2004-09-20,0.0,E,,,,
2004-09-21,0.0,E,,,,
2004-09-22,0.0,V,,,,
2004-09-23,0.0,V,,,,
2004-09-24,0.0,V,,,,
2004-09-25,0.0,V,,,,
2004-09-26,0.0,E,,,,
2004-09-27,0.0,E,,,,
2004-09-28,0.0,V,,,,
2004-09-29,0.0,E,,,,
2004-09-30,0.0,E,,,,
2004-10-01,0.0,V,,,,
2004-10-02,0.0,V,,,,
2004-10-03,0.0,E,,,,
2004-10-04,0.0,V,,,,
2004-10-05,0.0,E,,,,
2004-10-06,0.0,V,,,,
2004-10-07,0.0,E,,,,
2004-10-08,0.0,V,,,,
2004-10-09,0.0,E,,,,
2004-10-10,0.0,V,,,,
2004-10-11,0.0,V,,,,
2004-10-12,0.0,E,,,,
2004-10-13,0.0,V,,,,
2004-10-14,0.0,E,,,,
2004-10-15,0.0,E,,,,
2004-10-16,0.0,E,,,,
2004-10-17,0.0,V,,,,
2004-10-18,0.0,E,,,,
2004-10-19,0.0,E,,,,
2004-10-20,0.0,E,,,,
2004-10-21,0.0,V,,,,
2004-10-22,0.0,V,,,,
2004-10-23,0.3,V,,,,
2004-10-24,0.6,V,,,,
2004-10-25,0.9,V,,,,
2004-10-26,0.8,V,,,,
2004-10-27,0.6,V,,,,
2004-10-28,0.5,V,,,,
2004-10-29,0.4,V,,,,
2004-10-30,0.2,V,,,,
2004-10-31,1.2,V,,60.0,V,U
2004-11-01,1.6,V,,32.0,V,U
2004-11-02,1.9,V,,95.0,V,U
2004-11-03,1.5,V,,37.5,V,U
2004-11-04,1.5,V,,37.5,V,U
2004-11-05,1.5,V,,37.5,E,U
2004-11-06,1.5,V,,50.0,V,U
2004-11-07,1.3,V,,65.0,V,U
2004-11-08,0.8,V,,,,
2004-11-09,0.5,V,,,,
2004-11-10,0.5,V,,,,
2004-11-11,0.2,V,,,,
2004-11-12,0.2,V,,,,
2004-11-13,0.1,V,,,,
2004-11-14,0.0,E,,,,
2004-11-15,0.0,E,,,,
2004-11-16,0.0,E,,,,
2004-11-17,0.1,V,,,,
2004-11-18,0.5,V,,,,
2004-11-19,1.0,V,,33.3,V,U
2004-11-20,1.4,V,,46.7,E,U
2004-11-21,1.5,V,,37.5,V,U
2004-11-22,1.5,V,,37.5,E,U
2004-11-23,1.4,V,,46.7,V,U
2004-11-24,0.9,V,,,,
2004-11-25,0.0,E,,,,
2004-11-26,0.6,V,,,,
2004-11-27,0.9,V,,,,
2004-11-28,1.4,V,,17.5,V,U
2004-11-29,1.5,V,,18.8,V,U
2004-11-30,2.0,V,,18.2,V,U
2004-12-01,2.4,V,,20.0,V,U
2004-12-02,2.4,V,,20.0,V,U
2004-12-03,2.4,V,,24.0,V,U
2004-12-04,2.6,V,,28.9,V,U
2004-12-05,2.6,V,,26.0,V,U
2004-12-06,4.0,V,,25.0,E,U
2004-12-07,4.3,V,,28.7,V,U
2004-12-08,5.9,V,,23.6,V,U
2004-12-09,7.8,V,,27.9,V,U
2004-12-10,8.8,V,,38.3,V,U
2004-12-11,7.1,V,,59.2,V,U
2004-12-12,6.1,V,,38.1,E,U
2004-12-13,6.0,V,,33.3,E,U
2004-12-14,6.1,V,,40.7,E,U
2004-12-15,5.8,V,,38.7,V,U
2004-12-16,5.5,V,,34.4,V,U
2004-12-17,5.5,V,,39.3,V,U
2004-12-18,5.3,V,,37.9,V,U
2004-12-19,5.0,V,,38.5,V,U
2004-12-20,5.0,V,,45.5,V,U
2004-12-21,5.3,V,,37.9,V,U
2004-12-22,5.7,V,,35.6,V,U
2004-12-23,5.7,V,,40.7,E,U
2004-12-24,5.5,V,,39.3,V,U
2004-12-25,5.6,V,,37.3,V,U
2004-12-26,5.7,V,,40.7,V,U
2004-12-27,5.6,V,,37.3,E,U
2004-12-28,5.5,V,,36.7,E,U
2004-12-29,5.5,V,,36.7,V,U
2004-12-30,6.5,V,,31.0,V,U
2004-12-31,6.9,V,,49.3,E,U
2005-01-01,7.0,V,,31.8,V,U
2005-01-02,7.0,V,,33.3,V,U
2005-01-03,7.2,E,,32.7,E,U
2005-01-04,7.5,E,,50.0,E,U
2005-01-05,7.9,E,,39.5,E,U
2005-01-06,8.1,E,,36.8,E,U
2005-01-07,8.1,E,,27.9,E,U
2005-01-08,8.1,E,,27.0,E,U
2005-01-09,8.1,V,,27.0,E,U
2005-01-10,8.5,V,,26.6,V,U
2005-01-11,8.9,V,,34.2,V,U
2005-01-12,9.3,V,,31.0,E,U
2005-01-13,11.2,V,,27.3,V,U
2005-01-14,11.7,V,,30.0,V,U
2005-01-15,11.9,V,,31.3,V,U
2005-01-16,12.8,V,,32.8,V,U
2005-01-17,14.0,V,,37.8,V,U
2005-01-18,13.8,V,,49.3,V,U
2005-01-19,11.8,V,,53.6,E,U
2005-01-20,11.0,V,,45.8,V,U
2005-01-21,10.5,V,,50.0,V,U
2005-01-22,9.7,V,,44.1,V,U
2005-01-23,9.2,V,,51.1,V,U
2005-01-24,8.6,V,,50.6,V,U
2005-01-25,8.4,V,,49.4,V,U
2005-01-26,8.3,V,,51.9,V,U
2005-01-27,8.0,V,,47.1,V,U
2005-01-28,7.9,V,,52.7,V,U
2005-01-29,7.7,V,,51.3,E,U
2005-01-30,7.8,V,,52.0,V,U
2005-01-31,7.3,V,,52.1,V,U
2005-02-01,7.1,V,,47.3,V,U
2005-02-02,6.9,V,,53.1,V,U
2005-02-03,6.7,V,,51.5,E,U
2005-02-04,6.5,V,,50.0,E,U
2005-02-05,7.9,V,,46.5,V,U
2005-02-06,8.6,V,,41.0,V,U
2005-02-07,8.8,V,,41.9,E,U
2005-02-08,8.9,V,,42.4,V,U
2005-02-09,9.1,V,,41.4,V,U
2005-02-10,9.2,V,,43.8,V,U
2005-02-11,9.2,V,,48.4,V,U
2005-02-12,8.7,V,,43.5,V,U
2005-02-13,10.1,V,,45.9,E,U
2005-02-14,11.3,V,,51.4,V,U
2005-02-15,12.0,V,,41.4,E,U
2005-02-16,12.0,V,,42.9,V,U
2005-02-17,11.8,V,,42.1,V,U
2005-02-18,11.6,V,,50.4,V,U
2005-02-19,11.2,V,,40.0,V,U
2005-02-20,11.0,V,,39.3,V,U
2005-02-21,10.6,V,,36.6,V,U
2005-02-22,10.2,V,,36.4,V,U
2005-02-23,10.1,V,,38.8,V,U
2005-02-24,10.2,V,,37.8,E,U
2005-02-25,10.5,V,,38.9,E,U
2005-02-26,10.8,V,,40.0,E,U
2005-02-27,11.2,V,,43.1,V,U
2005-02-28,11.7,V,,46.8,V,U
2005-03-01,12.8,V,,53.3,V,U
2005-03-02,13.0,V,,56.5,V,U
2005-03-03,13.0,V,,56.5,V,U
2005-03-04,12.9,V,,56.1,V,U
2005-03-05,12.9,V,,58.6,V,U
2005-03-06,12.8,V,,61.0,V,U
2005-03-07,12.5,V,,62.5,E,U
2005-03-08,12.0,V,,63.2,V,U
2005-03-09,11.6,V,,64.4,V,U
2005-03-10,11.1,V,,61.7,E,U
2005-03-11,10.7,V,,62.9,V,U
2005-03-12,10.3,V,,,,
2005-03-13,10.1,V,,67.3,V,U
2005-03-14,10.1,V,,67.3,E,U
2005-03-15,10.2,V,,68.0,V,U
2005-03-16,10.3,V,,64.4,V,U
2005-03-17,12.3,V,,76.9,V,U
2005-03-18,13.6,V,,52.3,V,U
2005-03-19,13.8,V,,55.2,E,U
2005-03-20,14.1,V,,58.8,E,U
2005-03-21,14.5,V,,60.4,V,U
2005-03-22,14.9,V,,59.6,E,U
2005-03-23,15.1,V,,75.5,V,U
2005-03-24,14.9,V,,82.8,V,U
2005-03-25,15.0,V,,83.3,E,U
2005-03-26,15.2,V,,80.0,V,U
2005-03-27,15.9,V,,69.1,V,U
2005-03-28,15.4,V,,64.2,E,U
2005-03-29,16.6,V,,66.4,V,U
2005-03-30,17.9,V,,51.1,V,U
2005-03-31,18.5,V,,50.0,V,U
2005-04-01,18.7,V,,64.5,V,U
2005-04-02,19.3,V,,53.6,E,U
2005-04-03,19.4,V,,53.9,V,U
2005-04-04,19.6,V,,56.0,V,U
2005-04-05,19.8,V,,55.0,V,U
2005-04-06,19.8,V,,56.6,V,U
2005-04-07,19.4,V,,69.3,V,U
2005-04-08,19.9,V,,60.3,V,U
2005-04-09,19.3,V,,71.5,V,U
2005-04-10,19.2,V,,58.2,V,U
2005-04-11,19.3,V,,60.3,V,U
2005-04-12,20.3,V,,58.0,V,U
2005-04-13,20.5,V,,53.9,V,U
2005-04-14,20.4,V,,65.8,V,U
2005-04-15,21.4,V,,53.5,V,U
2005-04-16,22.0,V,,57.9,V,U
2005-04-17,22.2,V,,56.9,V,U
2005-04-18,22.9,V,,55.9,V,U
2005-04-19,22.9,V,,57.2,E,U
2005-04-20,22.8,V,,58.5,V,U
2005-04-21,22.4,V,,58.9,E,U
2005-04-22,21.8,V,,72.7,V,U
2005-04-23,21.1,V,,58.6,V,U
2005-04-24,20.4,V,,63.8,V,U
2005-04-25,19.3,V,,62.3,V,U
2005-04-26,18.3,V,,65.4,V,U
2005-04-27,17.2,V,,63.7,V,U
2005-04-28,15.9,V,,63.6,V,U
2005-04-29,15.2,V,,66.1,E,U
2005-04-30,14.6,V,,66.4,V,U
2005-05-01,14.0,V,,60.9,V,U
2005-05-02,13.2,V,,94.3,V,U
2005-05-03,12.5,V,,,,
2005-05-04,11.7,V,,,,
2005-05-05,11.0,V,,73.3,V,U
2005-05-06,9.8,V,,70.0,E,U
2005-05-07,8.9,V,,74.2,E,U
2005-05-08,8.0,V,,72.7,V,U
2005-05-09,7.3,V,,81.1,V,U
2005-05-10,5.5,V,,78.6,E,U
2005-05-11,4.0,V,,80.0,V,U
2005-05-12,2.9,V,,96.7,V,U
2005-05-13,1.7,V,,85.0,E,U
2005-05-14,0.2,V,,,,
2005-05-15,0.0,E,,,,
2005-05-16,0.0,E,,,,
